Date,AV,C,TV
2016-05-04,16042.913306236267,27.657342910762964,16070.57064914703
2016-05-05,16104.476318359375,27.657342910762964,16132.133661270138
2016-05-06,14162.986618041992,1965.770060539242,16128.756678581234
2016-05-09,9679.243783950806,6468.245553016657,16147.489336967463
2016-05-10,8124.339942932129,8179.676812171931,16304.01675510406
2016-05-11,11255.82006263733,4945.606818199152,16201.426880836481
2016-05-12,14920.649662017822,1235.1673440933173,16155.81700611114
2016-05-13,15936.732982635498,91.28433322905948,16028.017315864558
2016-05-16,9559.253826141357,6663.938502311701,16223.192328453059
2016-05-17,15743.94828414917,406.2880945205634,16150.236378669733
2016-05-18,13843.520160675049,2270.2411355972235,16113.761296272272
2016-05-19,15977.299728393555,78.8711843490546,16056.17091274261
2016-05-20,13132.91999053955,3025.9611301422065,16158.881120681757
2016-05-23,14768.989917755127,1378.3211479186957,16147.311065673823
2016-05-24,13988.550109863281,2213.9512023925727,16202.501312255854
2016-05-25,14313.240268707275,1899.6311454772895,16212.871414184565
2016-05-26,12102.320053100586,4138.751260757441,16241.071313858027
2016-05-27,13530.880175590515,2644.5112657546943,16175.39144134521
2016-05-31,14928.390026092527,1244.121275901789,16172.511301994316
2016-06-01,15782.670028686523,423.85126686095646,16206.52129554748
2016-06-02,13476.909892082214,2790.3513412475518,16267.261233329766
2016-06-03,3766.299942016602,12865.4710073471,16631.7709493637
2016-06-06,2583.119956970215,14062.771014213555,16645.89097118377
2016-06-07,0.0,16677.85098552703,16677.85098552703
2016-06-08,0.0,16677.85098552703,16677.85098552703
2016-06-09,8114.710048675537,8563.140936851494,16677.85098552703
2016-06-10,16517.07089614868,87.79501628875005,16604.86591243743
2016-06-13,16385.98371887207,21.675013542168017,16407.65873241424
2016-06-14,16295.344543457031,21.675013542168017,16317.0195569992
2016-06-15,16194.255815505981,132.1206674575733,16326.376482963555
2016-06-16,15071.652914047241,1235.4452505111622,16307.098164558403
2016-06-17,15385.385639190674,897.2388429641651,16282.624482154839
2016-06-20,7468.747489929199,8980.340676307671,16449.08816623687
2016-06-21,10226.445467948914,6246.249792098992,16472.695260047905
2016-06-22,14527.501353263855,1948.7478256225513,16476.249178886406
2016-06-23,15084.60009098053,1372.2484855651783,16456.848576545708
2016-06-24,0.0,16650.33829402923,16650.33829402923
2016-06-27,12328.809875488281,4321.528418540947,16650.33829402923
2016-06-28,5942.329889297485,11074.0483636856,17016.378252983086
2016-06-29,1413.9100189208984,15712.448264122002,17126.3582830429
2016-06-30,0.0,17148.988268852227,17148.988268852227
